Product_ID,Promotion_ID,Discount_Value
MatFoa_4414,PROMO_182e,0.0
MatFoa_e09a,PROMO_182e,0.0
MatFoa_182e,PROMO_182e,0.0
MatFoa_28ad,PROMO_182e,0.0
MatFoa_13fa,PROMO_182e,0.0
MatSpr_56a3,PROMO_182e,0.0
MatSpr_06ac,PROMO_182e,0.0
MatSpr_ccc4,PROMO_182e,0.0
MatSpr_28ce,PROMO_182e,0.0
MatSpr_ba3a,PROMO_182e,0.0
MatSpr_acd0,PROMO_182e,0.0
MatPoc_1e64,PROMO_182e,0.0
MatPoc_27a0,PROMO_182e,0.0
MatPoc_6ee7,PROMO_182e,0.0
MatPoc_45de,PROMO_182e,0.0
MatPoc_2df5,PROMO_182e,0.0
MatPoc_f6cb,PROMO_182e,0.0
BedCot_2449,PROMO_182e,0.0
BedCot_6141,PROMO_182e,0.0
BedCot_4a29,PROMO_182e,0.0
BedCot_c645,PROMO_182e,0.0
BedCot_d278,PROMO_182e,0.0
BedCot_87ca,PROMO_182e,0.0
BedCot_2397,PROMO_182e,0.0
BedCot_4e8b,PROMO_182e,0.0
BedCot_17f5,PROMO_182e,0.0
BedPol_e8c9,PROMO_182e,0.0
BedPol_2724,PROMO_182e,0.0
BedPol_e207,PROMO_182e,0.0
BedPol_3807,PROMO_182e,0.0
BedPol_f406,PROMO_182e,0.0
BedPol_d3de,PROMO_182e,0.0
BedPol_5144,PROMO_182e,0.0
BedPol_239e,PROMO_182e,0.0
BedPol_5ab8,PROMO_182e,0.0
BedLin_18f8,PROMO_182e,0.0
BedLin_2f24,PROMO_182e,0.0
BedLin_d846,PROMO_182e,0.0
BedLin_8a26,PROMO_182e,0.0
BedLin_b097,PROMO_182e,0.0
BedLin_67d1,PROMO_182e,0.0
BedLin_aa0f,PROMO_182e,0.0
BedLin_5d3d,PROMO_182e,0.0
BedLin_f732,PROMO_182e,0.0
PilCot_3481,PROMO_182e,0.0
PilCot_f078,PROMO_182e,0.0
PilCot_b22a,PROMO_182e,0.0
PilFea_8a5d,PROMO_182e,0.0
PilFea_115c,PROMO_182e,0.0
PilFea_56ac,PROMO_182e,0.0
PilPol_3076,PROMO_182e,0.0
PilPol_662f,PROMO_182e,0.0
PilPol_a442,PROMO_182e,0.0
BolCot_3050,PROMO_182e,0.0
BolCot_31e6,PROMO_182e,0.0
BolCot_21df,PROMO_182e,0.0
BolFea_98d4,PROMO_182e,0.0
BolFea_d1d6,PROMO_182e,0.0
BolFea_b87f,PROMO_182e,0.0
BolPol_f3ad,PROMO_182e,0.0
BolPol_cfd7,PROMO_182e,0.0
BolPol_82d7,PROMO_182e,0.0
BlaCot_9ebb,PROMO_182e,0.0
BlaCot_9781,PROMO_182e,0.0
BlaCot_8a14,PROMO_182e,0.0
BlaCot_503c,PROMO_182e,0.0
BlaCot_ce6c,PROMO_182e,0.0
BlaCot_b529,PROMO_182e,0.0
BlaCot_572e,PROMO_182e,0.0
BlaCot_9ef6,PROMO_182e,0.0
BlaCot_6c4b,PROMO_182e,0.0
BlaFla_769a,PROMO_182e,0.0
BlaFla_ce8e,PROMO_182e,0.0
BlaFla_4110,PROMO_182e,0.0
BlaFla_f995,PROMO_182e,0.0
BlaFla_1d9c,PROMO_182e,0.0
BlaFla_78f1,PROMO_182e,0.0
BlaFla_7645,PROMO_182e,0.0
BlaFla_ad01,PROMO_182e,0.0
BlaFla_5f55,PROMO_182e,0.0
BlaFle_991d,PROMO_182e,0.0
BlaFle_1485,PROMO_182e,0.0
BlaFle_0f50,PROMO_182e,0.0
BlaFle_c9a0,PROMO_182e,0.0
BlaFle_394c,PROMO_182e,0.0
BlaFle_7daf,PROMO_182e,0.0
BlaFle_5881,PROMO_182e,0.0
BlaFle_33f0,PROMO_182e,0.0
BlaFle_9bda,PROMO_182e,0.0
MatFoa_8cd2,PROMO_28ad,20.0
MatFoa_4414,PROMO_28ad,20.0
MatFoa_e09a,PROMO_28ad,20.0
MatFoa_182e,PROMO_28ad,20.0
MatFoa_28ad,PROMO_28ad,20.0
MatFoa_13fa,PROMO_28ad,20.0
MatSpr_56a3,PROMO_28ad,20.0
MatSpr_06ac,PROMO_28ad,20.0
MatSpr_ccc4,PROMO_28ad,20.0
MatSpr_28ce,PROMO_28ad,20.0
MatSpr_ba3a,PROMO_28ad,20.0
MatSpr_acd0,PROMO_28ad,20.0
MatPoc_1e64,PROMO_28ad,20.0
MatPoc_27a0,PROMO_28ad,20.0
MatPoc_6ee7,PROMO_28ad,20.0
MatPoc_45de,PROMO_28ad,20.0
MatPoc_2df5,PROMO_28ad,20.0
MatPoc_f6cb,PROMO_28ad,20.0
BedCot_2449,PROMO_28ad,20.0
BedCot_6141,PROMO_28ad,20.0
BedCot_4a29,PROMO_28ad,20.0
BedCot_c645,PROMO_28ad,20.0
BedCot_d278,PROMO_28ad,20.0
BedCot_87ca,PROMO_28ad,20.0
BedCot_2397,PROMO_28ad,20.0
BedCot_4e8b,PROMO_28ad,20.0
BedCot_17f5,PROMO_28ad,20.0
BedPol_e8c9,PROMO_28ad,20.0
BedPol_2724,PROMO_28ad,20.0
BedPol_e207,PROMO_28ad,20.0
BedPol_3807,PROMO_28ad,20.0
BedPol_f406,PROMO_28ad,20.0
BedPol_d3de,PROMO_28ad,20.0
BedPol_5144,PROMO_28ad,20.0
BedPol_239e,PROMO_28ad,20.0
BedPol_5ab8,PROMO_28ad,20.0
BedLin_18f8,PROMO_28ad,20.0
BedLin_2f24,PROMO_28ad,20.0
BedLin_d846,PROMO_28ad,20.0
BedLin_8a26,PROMO_28ad,20.0
BedLin_b097,PROMO_28ad,20.0
BedLin_67d1,PROMO_28ad,20.0
BedLin_aa0f,PROMO_28ad,20.0
BedLin_5d3d,PROMO_28ad,20.0
BedLin_f732,PROMO_28ad,20.0
PilCot_3481,PROMO_28ad,20.0
PilCot_f078,PROMO_28ad,20.0
PilCot_b22a,PROMO_28ad,20.0
PilFea_8a5d,PROMO_28ad,20.0
PilFea_115c,PROMO_28ad,20.0
PilFea_56ac,PROMO_28ad,20.0
PilPol_3076,PROMO_28ad,20.0
PilPol_662f,PROMO_28ad,20.0
PilPol_a442,PROMO_28ad,20.0
BolCot_3050,PROMO_28ad,20.0
BolCot_31e6,PROMO_28ad,20.0
BolCot_21df,PROMO_28ad,20.0
BolFea_98d4,PROMO_28ad,20.0
BolFea_d1d6,PROMO_28ad,20.0
BolFea_b87f,PROMO_28ad,20.0
BolPol_f3ad,PROMO_28ad,20.0
BolPol_cfd7,PROMO_28ad,20.0
BolPol_82d7,PROMO_28ad,20.0
BlaCot_9ebb,PROMO_28ad,20.0
BlaCot_9781,PROMO_28ad,20.0
BlaCot_8a14,PROMO_28ad,20.0
BlaCot_503c,PROMO_28ad,20.0
BlaCot_ce6c,PROMO_28ad,20.0
BlaCot_b529,PROMO_28ad,20.0
BlaCot_572e,PROMO_28ad,20.0
BlaCot_9ef6,PROMO_28ad,20.0
BlaCot_6c4b,PROMO_28ad,20.0
BlaFla_769a,PROMO_28ad,20.0
BlaFla_ce8e,PROMO_28ad,20.0
BlaFla_4110,PROMO_28ad,20.0
BlaFla_f995,PROMO_28ad,20.0
BlaFla_1d9c,PROMO_28ad,20.0
BlaFla_78f1,PROMO_28ad,20.0
BlaFla_7645,PROMO_28ad,20.0
BlaFla_ad01,PROMO_28ad,20.0
BlaFla_5f55,PROMO_28ad,20.0
BlaFle_991d,PROMO_28ad,20.0
BlaFle_1485,PROMO_28ad,20.0
BlaFle_0f50,PROMO_28ad,20.0
BlaFle_c9a0,PROMO_28ad,20.0
BlaFle_394c,PROMO_28ad,20.0
BlaFle_7daf,PROMO_28ad,20.0
BlaFle_5881,PROMO_28ad,20.0
BlaFle_33f0,PROMO_28ad,20.0
BlaFle_9bda,PROMO_28ad,20.0
MatFoa_8cd2,PROMO_13fa,0.0
MatFoa_4414,PROMO_13fa,0.0
MatFoa_e09a,PROMO_13fa,0.0
MatFoa_182e,PROMO_13fa,0.0
MatFoa_28ad,PROMO_13fa,0.0
MatFoa_13fa,PROMO_13fa,0.0
MatSpr_56a3,PROMO_13fa,0.0
MatSpr_06ac,PROMO_13fa,0.0
MatSpr_ccc4,PROMO_13fa,0.0
MatSpr_28ce,PROMO_13fa,0.0
MatSpr_ba3a,PROMO_13fa,0.0
MatSpr_acd0,PROMO_13fa,0.0
MatPoc_1e64,PROMO_13fa,0.0
MatPoc_27a0,PROMO_13fa,0.0
MatPoc_6ee7,PROMO_13fa,0.0
MatPoc_45de,PROMO_13fa,0.0
MatPoc_2df5,PROMO_13fa,0.0
MatPoc_f6cb,PROMO_13fa,0.0
BedCot_2449,PROMO_13fa,0.0
BedCot_6141,PROMO_13fa,0.0
BedCot_4a29,PROMO_13fa,0.0
BedCot_c645,PROMO_13fa,0.0
BedCot_d278,PROMO_13fa,0.0
BedCot_87ca,PROMO_13fa,0.0
BedCot_2397,PROMO_13fa,0.0
BedCot_4e8b,PROMO_13fa,0.0
BedCot_17f5,PROMO_13fa,0.0
BedPol_e8c9,PROMO_13fa,0.0
BedPol_2724,PROMO_13fa,0.0
BedPol_e207,PROMO_13fa,0.0
BedPol_3807,PROMO_13fa,0.0
BedPol_f406,PROMO_13fa,0.0
BedPol_d3de,PROMO_13fa,0.0
BedPol_5144,PROMO_13fa,0.0
BedPol_239e,PROMO_13fa,0.0
BedPol_5ab8,PROMO_13fa,0.0
BedLin_18f8,PROMO_13fa,0.0
BedLin_2f24,PROMO_13fa,0.0
BedLin_d846,PROMO_13fa,0.0
BedLin_8a26,PROMO_13fa,0.0
BedLin_b097,PROMO_13fa,0.0
BedLin_67d1,PROMO_13fa,0.0
BedLin_aa0f,PROMO_13fa,0.0
BedLin_5d3d,PROMO_13fa,0.0
BedLin_f732,PROMO_13fa,0.0
PilCot_3481,PROMO_13fa,0.0
PilCot_f078,PROMO_13fa,0.0
PilCot_b22a,PROMO_13fa,0.0
PilFea_8a5d,PROMO_13fa,0.0
PilFea_115c,PROMO_13fa,0.0
PilFea_56ac,PROMO_13fa,0.0
PilPol_3076,PROMO_13fa,0.0
PilPol_662f,PROMO_13fa,0.0
PilPol_a442,PROMO_13fa,0.0
BolCot_3050,PROMO_13fa,0.0
BolCot_31e6,PROMO_13fa,0.0
BolCot_21df,PROMO_13fa,0.0
BolFea_98d4,PROMO_13fa,0.0
BolFea_d1d6,PROMO_13fa,0.0
BolFea_b87f,PROMO_13fa,0.0
BolPol_f3ad,PROMO_13fa,0.0
BolPol_cfd7,PROMO_13fa,0.0
BolPol_82d7,PROMO_13fa,0.0
BlaCot_9ebb,PROMO_13fa,0.0
BlaCot_9781,PROMO_13fa,0.0
BlaCot_8a14,PROMO_13fa,0.0
BlaCot_503c,PROMO_13fa,0.0
BlaCot_ce6c,PROMO_13fa,0.0
BlaCot_b529,PROMO_13fa,0.0
BlaCot_572e,PROMO_13fa,0.0
BlaCot_9ef6,PROMO_13fa,0.0
BlaCot_6c4b,PROMO_13fa,0.0
BlaFla_769a,PROMO_13fa,0.0
BlaFla_ce8e,PROMO_13fa,0.0
BlaFla_4110,PROMO_13fa,0.0
BlaFla_f995,PROMO_13fa,0.0
BlaFla_1d9c,PROMO_13fa,0.0
BlaFla_78f1,PROMO_13fa,0.0
BlaFla_7645,PROMO_13fa,0.0
BlaFla_ad01,PROMO_13fa,0.0
BlaFla_5f55,PROMO_13fa,0.0
BlaFle_991d,PROMO_13fa,0.0
BlaFle_1485,PROMO_13fa,0.0
BlaFle_0f50,PROMO_13fa,0.0
BlaFle_c9a0,PROMO_13fa,0.0
BlaFle_394c,PROMO_13fa,0.0
BlaFle_7daf,PROMO_13fa,0.0
BlaFle_5881,PROMO_13fa,0.0
BlaFle_33f0,PROMO_13fa,0.0
BlaFle_9bda,PROMO_13fa,0.0
MatFoa_8cd2,PROMO_56a3,10.0
MatFoa_4414,PROMO_56a3,10.0
MatFoa_e09a,PROMO_56a3,10.0
MatFoa_182e,PROMO_56a3,10.0
MatFoa_28ad,PROMO_56a3,10.0
MatFoa_13fa,PROMO_56a3,10.0
MatSpr_56a3,PROMO_56a3,10.0
MatSpr_06ac,PROMO_56a3,10.0
MatSpr_ccc4,PROMO_56a3,10.0
MatSpr_28ce,PROMO_56a3,10.0
MatSpr_ba3a,PROMO_56a3,10.0
MatSpr_acd0,PROMO_56a3,10.0
MatPoc_1e64,PROMO_56a3,10.0
MatPoc_27a0,PROMO_56a3,10.0
MatPoc_6ee7,PROMO_56a3,10.0
MatPoc_45de,PROMO_56a3,10.0
MatPoc_2df5,PROMO_56a3,10.0
MatPoc_f6cb,PROMO_56a3,10.0
BedCot_2449,PROMO_56a3,10.0
BedCot_6141,PROMO_56a3,10.0
BedCot_4a29,PROMO_56a3,10.0
BedCot_c645,PROMO_56a3,10.0
BedCot_d278,PROMO_56a3,10.0
BedCot_87ca,PROMO_56a3,10.0
BedCot_2397,PROMO_56a3,10.0
BedCot_4e8b,PROMO_56a3,10.0
BedCot_17f5,PROMO_56a3,10.0
BedPol_e8c9,PROMO_56a3,10.0
BedPol_2724,PROMO_56a3,10.0
BedPol_e207,PROMO_56a3,10.0
BedPol_3807,PROMO_56a3,10.0
BedPol_f406,PROMO_56a3,10.0
BedPol_d3de,PROMO_56a3,10.0
BedPol_5144,PROMO_56a3,10.0
BedPol_239e,PROMO_56a3,10.0
BedPol_5ab8,PROMO_56a3,10.0
BedLin_18f8,PROMO_56a3,10.0
BedLin_2f24,PROMO_56a3,10.0
BedLin_d846,PROMO_56a3,10.0
BedLin_8a26,PROMO_56a3,10.0
BedLin_b097,PROMO_56a3,10.0
BedLin_67d1,PROMO_56a3,10.0
BedLin_aa0f,PROMO_56a3,10.0
BedLin_5d3d,PROMO_56a3,10.0
BedLin_f732,PROMO_56a3,10.0
PilCot_3481,PROMO_56a3,10.0
PilCot_f078,PROMO_56a3,10.0
PilCot_b22a,PROMO_56a3,10.0
PilFea_8a5d,PROMO_56a3,10.0
PilFea_115c,PROMO_56a3,10.0
PilFea_56ac,PROMO_56a3,10.0
PilPol_3076,PROMO_56a3,10.0
PilPol_662f,PROMO_56a3,10.0
PilPol_a442,PROMO_56a3,10.0
BolCot_3050,PROMO_56a3,10.0
BolCot_31e6,PROMO_56a3,10.0
BolCot_21df,PROMO_56a3,10.0
BolFea_98d4,PROMO_56a3,10.0
BolFea_d1d6,PROMO_56a3,10.0
BolFea_b87f,PROMO_56a3,10.0
BolPol_f3ad,PROMO_56a3,10.0
BolPol_cfd7,PROMO_56a3,10.0
BolPol_82d7,PROMO_56a3,10.0
BlaCot_9ebb,PROMO_56a3,10.0
BlaCot_9781,PROMO_56a3,10.0
BlaCot_8a14,PROMO_56a3,10.0
BlaCot_503c,PROMO_56a3,10.0
BlaCot_ce6c,PROMO_56a3,10.0
BlaCot_b529,PROMO_56a3,10.0
BlaCot_572e,PROMO_56a3,10.0
BlaCot_9ef6,PROMO_56a3,10.0
BlaCot_6c4b,PROMO_56a3,10.0
BlaFla_769a,PROMO_56a3,10.0
BlaFla_ce8e,PROMO_56a3,10.0
BlaFla_4110,PROMO_56a3,10.0
BlaFla_f995,PROMO_56a3,10.0
BlaFla_1d9c,PROMO_56a3,10.0
BlaFla_78f1,PROMO_56a3,10.0
BlaFla_7645,PROMO_56a3,10.0
BlaFla_ad01,PROMO_56a3,10.0
BlaFla_5f55,PROMO_56a3,10.0
BlaFle_991d,PROMO_56a3,10.0
BlaFle_1485,PROMO_56a3,10.0
BlaFle_0f50,PROMO_56a3,10.0
BlaFle_c9a0,PROMO_56a3,10.0
BlaFle_394c,PROMO_56a3,10.0
BlaFle_7daf,PROMO_56a3,10.0
BlaFle_5881,PROMO_56a3,10.0
BlaFle_33f0,PROMO_56a3,10.0
BlaFle_9bda,PROMO_56a3,10.0
MatFoa_8cd2,PROMO_06ac,0.0
MatFoa_4414,PROMO_06ac,0.0
MatFoa_e09a,PROMO_06ac,0.0
MatFoa_182e,PROMO_06ac,0.0
MatFoa_28ad,PROMO_06ac,0.0
MatFoa_13fa,PROMO_06ac,0.0
MatSpr_56a3,PROMO_06ac,0.0
MatSpr_06ac,PROMO_06ac,0.0
MatSpr_ccc4,PROMO_06ac,0.0
MatSpr_28ce,PROMO_06ac,0.0
MatSpr_ba3a,PROMO_06ac,0.0
MatSpr_acd0,PROMO_06ac,0.0
MatPoc_1e64,PROMO_06ac,0.0
MatPoc_27a0,PROMO_06ac,0.0
MatPoc_6ee7,PROMO_06ac,0.0
MatPoc_45de,PROMO_06ac,0.0
MatPoc_2df5,PROMO_06ac,0.0
MatPoc_f6cb,PROMO_06ac,0.0
BedCot_2449,PROMO_06ac,0.0
BedCot_6141,PROMO_06ac,0.0
BedCot_4a29,PROMO_06ac,0.0
BedCot_c645,PROMO_06ac,0.0
BedCot_d278,PROMO_06ac,0.0
BedCot_87ca,PROMO_06ac,0.0
BedCot_2397,PROMO_06ac,0.0
BedCot_4e8b,PROMO_06ac,0.0
BedCot_17f5,PROMO_06ac,0.0
BedPol_e8c9,PROMO_06ac,0.0
BedPol_2724,PROMO_06ac,0.0
BedPol_e207,PROMO_06ac,0.0
BedPol_3807,PROMO_06ac,0.0
BedPol_f406,PROMO_06ac,0.0
BedPol_d3de,PROMO_06ac,0.0
BedPol_5144,PROMO_06ac,0.0
BedPol_239e,PROMO_06ac,0.0
BedPol_5ab8,PROMO_06ac,0.0
BedLin_18f8,PROMO_06ac,0.0
BedLin_2f24,PROMO_06ac,0.0
BedLin_d846,PROMO_06ac,0.0
BedLin_8a26,PROMO_06ac,0.0
BedLin_b097,PROMO_06ac,0.0
BedLin_67d1,PROMO_06ac,0.0
BedLin_aa0f,PROMO_06ac,0.0
BedLin_5d3d,PROMO_06ac,0.0
BedLin_f732,PROMO_06ac,0.0
PilCot_3481,PROMO_06ac,0.0
PilCot_f078,PROMO_06ac,0.0
PilCot_b22a,PROMO_06ac,0.0
PilFea_8a5d,PROMO_06ac,0.0
PilFea_115c,PROMO_06ac,0.0
PilFea_56ac,PROMO_06ac,0.0
PilPol_3076,PROMO_06ac,0.0
PilPol_662f,PROMO_06ac,0.0
PilPol_a442,PROMO_06ac,0.0
BolCot_3050,PROMO_06ac,0.0
BolCot_31e6,PROMO_06ac,0.0
BolCot_21df,PROMO_06ac,0.0
BolFea_98d4,PROMO_06ac,0.0
BolFea_d1d6,PROMO_06ac,0.0
BolFea_b87f,PROMO_06ac,0.0
BolPol_f3ad,PROMO_06ac,0.0
BolPol_cfd7,PROMO_06ac,0.0
BolPol_82d7,PROMO_06ac,0.0
BlaCot_9ebb,PROMO_06ac,0.0
BlaCot_9781,PROMO_06ac,0.0
BlaCot_8a14,PROMO_06ac,0.0
BlaCot_503c,PROMO_06ac,0.0
BlaCot_ce6c,PROMO_06ac,0.0
BlaCot_b529,PROMO_06ac,0.0
BlaCot_572e,PROMO_06ac,0.0
BlaCot_9ef6,PROMO_06ac,0.0
BlaCot_6c4b,PROMO_06ac,0.0
BlaFla_769a,PROMO_06ac,0.0
BlaFla_ce8e,PROMO_06ac,0.0
BlaFla_4110,PROMO_06ac,0.0
BlaFla_f995,PROMO_06ac,0.0
BlaFla_1d9c,PROMO_06ac,0.0
BlaFla_78f1,PROMO_06ac,0.0
BlaFla_7645,PROMO_06ac,0.0
BlaFla_ad01,PROMO_06ac,0.0
BlaFla_5f55,PROMO_06ac,0.0
BlaFle_991d,PROMO_06ac,0.0
BlaFle_1485,PROMO_06ac,0.0
BlaFle_0f50,PROMO_06ac,0.0
BlaFle_c9a0,PROMO_06ac,0.0
BlaFle_394c,PROMO_06ac,0.0
BlaFle_7daf,PROMO_06ac,0.0
BlaFle_5881,PROMO_06ac,0.0
BlaFle_33f0,PROMO_06ac,0.0
BlaFle_9bda,PROMO_06ac,0.0
MatFoa_8cd2,PROMO_ccc4,210.0
MatFoa_4414,PROMO_ccc4,210.0
MatFoa_e09a,PROMO_ccc4,330.0
MatFoa_182e,PROMO_ccc4,330.0
MatFoa_28ad,PROMO_ccc4,450.0
MatFoa_13fa,PROMO_ccc4,450.0
MatSpr_56a3,PROMO_ccc4,240.0
MatSpr_06ac,PROMO_ccc4,240.0
MatSpr_ccc4,PROMO_ccc4,360.0
MatSpr_28ce,PROMO_ccc4,360.0
MatSpr_ba3a,PROMO_ccc4,480.0
MatSpr_acd0,PROMO_ccc4,480.0
MatPoc_1e64,PROMO_ccc4,510.0
MatPoc_27a0,PROMO_ccc4,510.0
MatPoc_6ee7,PROMO_ccc4,780.0
MatPoc_45de,PROMO_ccc4,780.0
MatPoc_2df5,PROMO_ccc4,1050.0
MatPoc_f6cb,PROMO_ccc4,1050.0
BedCot_2449,PROMO_ccc4,48.0
BedCot_6141,PROMO_ccc4,48.0
BedCot_4a29,PROMO_ccc4,48.0
BedCot_c645,PROMO_ccc4,72.0
BedCot_d278,PROMO_ccc4,72.0
BedCot_87ca,PROMO_ccc4,72.0
BedCot_2397,PROMO_ccc4,90.0
BedCot_4e8b,PROMO_ccc4,90.0
BedCot_17f5,PROMO_ccc4,90.0
BedPol_e8c9,PROMO_ccc4,24.0
BedPol_2724,PROMO_ccc4,24.0
BedPol_e207,PROMO_ccc4,24.0
BedPol_3807,PROMO_ccc4,30.0
BedPol_f406,PROMO_ccc4,30.0
BedPol_d3de,PROMO_ccc4,30.0
BedPol_5144,PROMO_ccc4,36.0
BedPol_239e,PROMO_ccc4,36.0
BedPol_5ab8,PROMO_ccc4,36.0
BedLin_18f8,PROMO_ccc4,120.0
BedLin_2f24,PROMO_ccc4,120.0
BedLin_d846,PROMO_ccc4,120.0
BedLin_8a26,PROMO_ccc4,228.0
BedLin_b097,PROMO_ccc4,228.0
BedLin_67d1,PROMO_ccc4,228.0
BedLin_aa0f,PROMO_ccc4,252.0
BedLin_5d3d,PROMO_ccc4,252.0
BedLin_f732,PROMO_ccc4,252.0
PilCot_3481,PROMO_ccc4,15.0
PilCot_f078,PROMO_ccc4,15.0
PilCot_b22a,PROMO_ccc4,15.0
PilFea_8a5d,PROMO_ccc4,39.0
PilFea_115c,PROMO_ccc4,39.0
PilFea_56ac,PROMO_ccc4,39.0
PilPol_3076,PROMO_ccc4,11.0
PilPol_662f,PROMO_ccc4,11.0
PilPol_a442,PROMO_ccc4,11.0
BolCot_3050,PROMO_ccc4,18.0
BolCot_31e6,PROMO_ccc4,18.0
BolCot_21df,PROMO_ccc4,18.0
BolFea_98d4,PROMO_ccc4,42.0
BolFea_d1d6,PROMO_ccc4,42.0
BolFea_b87f,PROMO_ccc4,42.0
BolPol_f3ad,PROMO_ccc4,13.0
BolPol_cfd7,PROMO_ccc4,13.0
BolPol_82d7,PROMO_ccc4,13.0
BlaCot_9ebb,PROMO_ccc4,72.0
BlaCot_9781,PROMO_ccc4,72.0
BlaCot_8a14,PROMO_ccc4,72.0
BlaCot_503c,PROMO_ccc4,120.0
BlaCot_ce6c,PROMO_ccc4,120.0
BlaCot_b529,PROMO_ccc4,120.0
BlaCot_572e,PROMO_ccc4,132.0
BlaCot_9ef6,PROMO_ccc4,132.0
BlaCot_6c4b,PROMO_ccc4,132.0
BlaFla_769a,PROMO_ccc4,36.0
BlaFla_ce8e,PROMO_ccc4,36.0
BlaFla_4110,PROMO_ccc4,36.0
BlaFla_f995,PROMO_ccc4,60.0
BlaFla_1d9c,PROMO_ccc4,60.0
BlaFla_78f1,PROMO_ccc4,60.0
BlaFla_7645,PROMO_ccc4,72.0
BlaFla_ad01,PROMO_ccc4,72.0
BlaFla_5f55,PROMO_ccc4,72.0
BlaFle_991d,PROMO_ccc4,18.0
BlaFle_1485,PROMO_ccc4,18.0
BlaFle_0f50,PROMO_ccc4,18.0
BlaFle_c9a0,PROMO_ccc4,36.0
BlaFle_394c,PROMO_ccc4,36.0
BlaFle_7daf,PROMO_ccc4,36.0
BlaFle_5881,PROMO_ccc4,42.0
BlaFle_33f0,PROMO_ccc4,42.0
BlaFle_9bda,PROMO_ccc4,42.0
MatFoa_8cd2,PROMO_28ce,15.0
MatFoa_4414,PROMO_28ce,15.0
MatFoa_e09a,PROMO_28ce,15.0
MatFoa_182e,PROMO_28ce,15.0
MatFoa_28ad,PROMO_28ce,15.0
MatFoa_13fa,PROMO_28ce,15.0
MatSpr_56a3,PROMO_28ce,15.0
MatSpr_06ac,PROMO_28ce,15.0
MatSpr_ccc4,PROMO_28ce,15.0
MatSpr_28ce,PROMO_28ce,15.0
MatSpr_ba3a,PROMO_28ce,15.0
MatSpr_acd0,PROMO_28ce,15.0
MatPoc_1e64,PROMO_28ce,15.0
MatPoc_27a0,PROMO_28ce,15.0
MatPoc_6ee7,PROMO_28ce,15.0
MatPoc_45de,PROMO_28ce,15.0
MatPoc_2df5,PROMO_28ce,15.0
MatPoc_f6cb,PROMO_28ce,15.0
BedCot_2449,PROMO_28ce,15.0
BedCot_6141,PROMO_28ce,15.0
BedCot_4a29,PROMO_28ce,15.0
