,Order_Items_ID,Order_ID,Product_ID,Quantity,Unit_Price,Total_Amount
137,ORIT_9cbbc2,ORD_9cbbc2,MatPoc_2df5,1,17500.0,17500.0
138,ORIT_e4c54a,ORD_e4c54a,MatSpr_acd0,1,8000.0,8000.0
139,ORIT_692fa8,ORD_692fa8,BedCot_4a29,2,800.0,1600.0
140,ORIT_a133e9,ORD_a133e9,BedCot_d278,4,1200.0,4800.0
141,ORIT_eb27cb,ORD_eb27cb,MatPoc_f6cb,1,17500.0,17500.0
142,ORIT_4e9178,ORD_4e9178,MatPoc_6ee7,3,13000.0,39000.0
143,ORIT_a98b69,ORD_a98b69,BedCot_4e8b,2,1500.0,3000.0
144,ORIT_59450b,ORD_59450b,MatSpr_28ce,3,6000.0,18000.0
145,ORIT_976e58,ORD_976e58,MatSpr_acd0,2,8000.0,16000.0
146,ORIT_e7507b,ORD_e7507b,MatPoc_2df5,3,17500.0,52500.0
147,ORIT_130474,ORD_130474,PilCot_3481,1,250.0,250.0
148,ORIT_7cafe8,ORD_7cafe8,MatFoa_4414,1,3500.0,3500.0
149,ORIT_465a15,ORD_465a15,MatSpr_28ce,1,6000.0,6000.0
150,ORIT_cf1b93,ORD_cf1b93,PilPol_a442,1,180.0,180.0
151,ORIT_3d3e13,ORD_3d3e13,MatPoc_6ee7,1,13000.0,13000.0
152,ORIT_630192,ORD_630192,MatSpr_28ce,1,6000.0,6000.0
153,ORIT_fc6103,ORD_fc6103,MatSpr_56a3,1,4000.0,4000.0
154,ORIT_aed090,ORD_aed090,PilFea_56ac,1,650.0,650.0
155,ORIT_425b85,ORD_425b85,BolPol_82d7,1,220.0,220.0
156,ORIT_ce57e4,ORD_ce57e4,MatFoa_8cd2,2,3500.0,7000.0
157,ORIT_b0211b,ORD_b0211b,MatSpr_acd0,1,8000.0,8000.0
158,ORIT_a4de4d,ORD_a4de4d,BolCot_31e6,1,300.0,300.0
159,ORIT_b2025a,ORD_b2025a,BedCot_2397,2,1500.0,3000.0
160,ORIT_80e71f,ORD_80e71f,MatSpr_06ac,1,4000.0,4000.0
161,ORIT_de6606,ORD_de6606,MatFoa_28ad,1,7500.0,7500.0
162,ORIT_24985b,ORD_24985b,BedCot_17f5,3,1500.0,4500.0
163,ORIT_f72b41,ORD_f72b41,BedPol_e8c9,2,400.0,800.0
164,ORIT_7dd4b2,ORD_7dd4b2,MatSpr_acd0,2,8000.0,16000.0
165,ORIT_c3df9a,ORD_c3df9a,MatFoa_182e,4,5500.0,22000.0
166,ORIT_b394fe,ORD_b394fe,MatSpr_ccc4,4,6000.0,24000.0
167,ORIT_c5f8e5,ORD_c5f8e5,BolCot_31e6,4,300.0,1200.0
168,ORIT_316cee,ORD_316cee,BedCot_2397,4,1500.0,6000.0
169,ORIT_2df3a3,ORD_2df3a3,MatFoa_182e,3,5500.0,16500.0
170,ORIT_3310a4,ORD_3310a4,PilPol_3076,4,180.0,720.0
171,ORIT_c34a88,ORD_c34a88,BolCot_21df,3,300.0,900.0
172,ORIT_055c7d,ORD_055c7d,BedPol_2724,2,400.0,800.0
173,ORIT_98eb8b,ORD_98eb8b,PilPol_662f,4,180.0,720.0
174,ORIT_02dcc3,ORD_02dcc3,MatPoc_45de,3,13000.0,39000.0
175,ORIT_13a132,ORD_13a132,BedCot_c645,2,1200.0,2400.0
176,ORIT_53004f,ORD_53004f,BedCot_4e8b,1,1500.0,1500.0
177,ORIT_b1feb9,ORD_b1feb9,MatPoc_45de,1,13000.0,13000.0
178,ORIT_3808c9,ORD_3808c9,MatSpr_acd0,1,8000.0,8000.0
179,ORIT_225da7,ORD_225da7,MatFoa_4414,3,3500.0,10500.0
180,ORIT_822340,ORD_822340,MatSpr_28ce,4,6000.0,24000.0
181,ORIT_707669,ORD_707669,BedPol_5ab8,4,600.0,2400.0
182,ORIT_3effc6,ORD_3effc6,BolCot_21df,1,300.0,300.0
183,ORIT_ef1c88,ORD_ef1c88,MatPoc_2df5,2,17500.0,35000.0
184,ORIT_c9451c,ORD_c9451c,BedPol_2724,1,400.0,400.0
185,ORIT_e1f193,ORD_e1f193,MatSpr_acd0,3,8000.0,24000.0
186,ORIT_43bcab,ORD_43bcab,PilPol_3076,3,180.0,540.0
187,ORIT_c7b0b5,ORD_c7b0b5,MatPoc_f6cb,4,17500.0,70000.0
188,ORIT_c2f84c,ORD_c2f84c,MatSpr_ccc4,1,6000.0,6000.0
189,ORIT_e99844,ORD_e99844,BedCot_4a29,4,800.0,3200.0
190,ORIT_3b8151,ORD_3b8151,MatFoa_e09a,1,5500.0,5500.0
191,ORIT_b6c3d6,ORD_b6c3d6,BedCot_d278,1,1200.0,1200.0
192,ORIT_19802e,ORD_19802e,BedCot_87ca,1,1200.0,1200.0
193,ORIT_4ea4d3,ORD_4ea4d3,BolCot_21df,1,300.0,300.0
194,ORIT_156dea,ORD_156dea,BedCot_17f5,2,1500.0,3000.0
195,ORIT_fb754a,ORD_fb754a,BedCot_c645,3,1200.0,3600.0
196,ORIT_77ca73,ORD_77ca73,MatPoc_2df5,2,17500.0,35000.0
197,ORIT_22845a,ORD_22845a,MatFoa_182e,1,5500.0,5500.0
198,ORIT_7976c2,ORD_7976c2,MatSpr_ba3a,1,8000.0,8000.0
199,ORIT_8ca311,ORD_8ca311,PilCot_f078,1,250.0,250.0
200,ORIT_ef122f,ORD_ef122f,BedLin_aa0f,1,4200.0,4200.0
201,ORIT_21fa9b,ORD_21fa9b,PilFea_8a5d,1,650.0,650.0
202,ORIT_42ed5d,ORD_42ed5d,BedCot_4e8b,1,1500.0,1500.0
203,ORIT_d9097b,ORD_d9097b,BedLin_aa0f,2,4200.0,8400.0
204,ORIT_7a83f4,ORD_7a83f4,BedCot_2449,1,800.0,800.0
205,ORIT_d1160f,ORD_d1160f,BolPol_82d7,2,220.0,440.0
206,ORIT_f63fa9,ORD_f63fa9,MatPoc_45de,1,13000.0,13000.0
207,ORIT_a17af3,ORD_a17af3,BolPol_cfd7,3,220.0,660.0
208,ORIT_d2efe1,ORD_d2efe1,MatSpr_28ce,2,6000.0,12000.0
209,ORIT_6bff60,ORD_6bff60,BedCot_c645,3,1200.0,3600.0
210,ORIT_803a81,ORD_803a81,MatSpr_ccc4,3,6000.0,18000.0
211,ORIT_38fa19,ORD_38fa19,MatPoc_27a0,3,8500.0,25500.0
212,ORIT_7866dd,ORD_7866dd,MatSpr_28ce,3,6000.0,18000.0
213,ORIT_ec296f,ORD_ec296f,PilPol_3076,3,180.0,540.0
214,ORIT_f57cc7,ORD_f57cc7,MatSpr_ba3a,3,8000.0,24000.0
215,ORIT_509e48,ORD_509e48,BedCot_2397,4,1500.0,6000.0
216,ORIT_f8186c,ORD_f8186c,BedCot_2397,2,1500.0,3000.0
217,ORIT_30d538,ORD_30d538,BedPol_5144,3,600.0,1800.0
218,ORIT_ad7f88,ORD_ad7f88,MatSpr_ba3a,4,8000.0,32000.0
219,ORIT_4284be,ORD_4284be,BedLin_d846,2,2000.0,4000.0
220,ORIT_ac20f5,ORD_ac20f5,MatPoc_2df5,3,17500.0,52500.0
221,ORIT_ac05db,ORD_ac05db,PilFea_8a5d,3,650.0,1950.0
222,ORIT_efec0d,ORD_efec0d,MatPoc_f6cb,3,17500.0,52500.0
223,ORIT_948540,ORD_948540,BolPol_82d7,2,220.0,440.0
224,ORIT_9d9587,ORD_9d9587,MatSpr_28ce,3,6000.0,18000.0
225,ORIT_a40347,ORD_a40347,MatFoa_e09a,3,5500.0,16500.0
226,ORIT_a769d6,ORD_a769d6,PilFea_8a5d,1,650.0,650.0
227,ORIT_e33eb7,ORD_e33eb7,PilFea_115c,3,650.0,1950.0
228,ORIT_5d9ad9,ORD_5d9ad9,BedPol_e8c9,1,400.0,400.0
229,ORIT_28d1a2,ORD_28d1a2,MatPoc_45de,1,13000.0,13000.0
230,ORIT_5f045a,ORD_5f045a,BedPol_5ab8,1,600.0,600.0
231,ORIT_ca402b,ORD_ca402b,MatPoc_f6cb,1,17500.0,17500.0
232,ORIT_4932e3,ORD_4932e3,BlaCot_503c,2,2000.0,4000.0
233,ORIT_1fcee9,ORD_1fcee9,MatSpr_ba3a,4,8000.0,32000.0
234,ORIT_c425d3,ORD_c425d3,MatPoc_2df5,1,17500.0,17500.0
235,ORIT_81ae2b,ORD_81ae2b,MatPoc_6ee7,3,13000.0,39000.0
236,ORIT_a9b6de,ORD_a9b6de,PilFea_115c,1,650.0,650.0
237,ORIT_b92dac,ORD_b92dac,MatSpr_ccc4,1,6000.0,6000.0
238,ORIT_647f1f,ORD_647f1f,BedCot_17f5,1,1500.0,1500.0
239,ORIT_8e3ef0,ORD_8e3ef0,MatPoc_f6cb,1,17500.0,17500.0
240,ORIT_62cf9b,ORD_62cf9b,MatSpr_acd0,1,8000.0,8000.0
241,ORIT_bef58c,ORD_bef58c,MatSpr_ba3a,1,8000.0,8000.0
242,ORIT_4cb62e,ORD_4cb62e,BlaFle_c9a0,1,600.0,600.0
243,ORIT_bb4d5a,ORD_bb4d5a,MatSpr_acd0,1,8000.0,8000.0
244,ORIT_7443f4,ORD_7443f4,PilCot_3481,1,250.0,250.0
245,ORIT_edf3f2,ORD_edf3f2,BedPol_239e,3,600.0,1800.0
246,ORIT_87325e,ORD_87325e,MatPoc_2df5,3,17500.0,52500.0
247,ORIT_fd603e,ORD_fd603e,BlaCot_572e,4,2200.0,8800.0
248,ORIT_31be29,ORD_31be29,BedPol_239e,2,600.0,1200.0
249,ORIT_661ee3,ORD_661ee3,BedCot_4a29,3,800.0,2400.0
250,ORIT_88105f,ORD_88105f,BolPol_f3ad,4,220.0,880.0
251,ORIT_c91377,ORD_c91377,BedLin_d846,3,2000.0,6000.0
252,ORIT_626ad3,ORD_626ad3,BedCot_87ca,3,1200.0,3600.0
253,ORIT_19bf43,ORD_19bf43,BedCot_d278,3,1200.0,3600.0
254,ORIT_6b0eaa,ORD_6b0eaa,BedCot_c645,3,1200.0,3600.0
255,ORIT_384ce9,ORD_384ce9,BedCot_2397,1,1500.0,1500.0
256,ORIT_a3ca8a,ORD_a3ca8a,MatPoc_2df5,1,17500.0,17500.0
257,ORIT_b091e7,ORD_b091e7,PilPol_662f,2,180.0,360.0
258,ORIT_ffa5c5,ORD_ffa5c5,BedCot_4e8b,4,1500.0,6000.0
259,ORIT_22a15e,ORD_22a15e,MatSpr_28ce,1,6000.0,6000.0
260,ORIT_4ee3f1,ORD_4ee3f1,MatSpr_06ac,1,4000.0,4000.0
261,ORIT_00de05,ORD_00de05,MatSpr_acd0,1,8000.0,8000.0
262,ORIT_20c4d0,ORD_20c4d0,MatPoc_6ee7,1,13000.0,13000.0
263,ORIT_2de3df,ORD_2de3df,MatFoa_4414,1,3500.0,3500.0
264,ORIT_e549ac,ORD_e549ac,BedPol_5ab8,2,600.0,1200.0
265,ORIT_1935f0,ORD_1935f0,PilFea_8a5d,1,650.0,650.0
266,ORIT_9717a1,ORD_9717a1,BedPol_5ab8,1,600.0,600.0
267,ORIT_5a184f,ORD_5a184f,BedCot_c645,2,1200.0,2400.0
268,ORIT_854f46,ORD_854f46,PilPol_662f,2,180.0,360.0
269,ORIT_59f99e,ORD_59f99e,PilFea_115c,1,650.0,650.0
270,ORIT_2544e1,ORD_2544e1,BedPol_3807,2,500.0,1000.0
271,ORIT_68d647,ORD_68d647,PilFea_8a5d,3,650.0,1950.0
272,ORIT_4ee496,ORD_4ee496,MatPoc_6ee7,1,13000.0,13000.0
273,ORIT_0fe178,ORD_0fe178,MatFoa_4414,1,3500.0,3500.0
274,ORIT_fd689c,ORD_fd689c,MatPoc_f6cb,2,17500.0,35000.0
275,ORIT_9cd508,ORD_9cd508,BedCot_2397,3,1500.0,4500.0
276,ORIT_32da2d,ORD_32da2d,BedCot_17f5,2,1500.0,3000.0
277,ORIT_625095,ORD_625095,PilPol_3076,1,180.0,180.0
278,ORIT_df7855,ORD_df7855,MatPoc_27a0,1,8500.0,8500.0
279,ORIT_8a78bd,ORD_8a78bd,MatFoa_28ad,2,7500.0,15000.0
280,ORIT_52bde5,ORD_52bde5,BedPol_d3de,1,500.0,500.0
281,ORIT_2c2e38,ORD_2c2e38,MatPoc_6ee7,2,13000.0,26000.0
282,ORIT_222f0d,ORD_222f0d,MatPoc_6ee7,1,13000.0,13000.0
283,ORIT_9c1e39,ORD_9c1e39,MatFoa_182e,1,5500.0,5500.0
284,ORIT_35b4dc,ORD_35b4dc,MatPoc_2df5,2,17500.0,35000.0
285,ORIT_159925,ORD_159925,MatFoa_28ad,2,7500.0,15000.0
286,ORIT_581ee4,ORD_581ee4,MatSpr_ccc4,2,6000.0,12000.0
287,ORIT_736c11,ORD_736c11,BedCot_2449,1,800.0,800.0
288,ORIT_d95f6e,ORD_d95f6e,MatFoa_182e,1,5500.0,5500.0
289,ORIT_d843b8,ORD_d843b8,BedCot_c645,1,1200.0,1200.0
290,ORIT_19b3cc,ORD_19b3cc,MatPoc_2df5,1,17500.0,17500.0
291,ORIT_cddb18,ORD_cddb18,MatSpr_28ce,1,6000.0,6000.0
292,ORIT_753490,ORD_753490,MatFoa_e09a,1,5500.0,5500.0
293,ORIT_6580e6,ORD_6580e6,BedCot_4e8b,1,1500.0,1500.0
294,ORIT_794917,ORD_794917,BedPol_5144,1,600.0,600.0
295,ORIT_771f02,ORD_771f02,MatPoc_2df5,1,17500.0,17500.0
296,ORIT_85bca5,ORD_85bca5,MatSpr_acd0,2,8000.0,16000.0
297,ORIT_5dde63,ORD_5dde63,MatPoc_45de,3,13000.0,39000.0
298,ORIT_47e904,ORD_47e904,PilFea_56ac,1,650.0,650.0
299,ORIT_6eaaed,ORD_6eaaed,BedPol_239e,4,600.0,2400.0
300,ORIT_53f222,ORD_53f222,MatPoc_45de,2,13000.0,26000.0
301,ORIT_d42f33,ORD_d42f33,MatSpr_acd0,1,8000.0,8000.0
302,ORIT_fa8d8c,ORD_fa8d8c,MatFoa_13fa,1,7500.0,7500.0
303,ORIT_f31eb2,ORD_f31eb2,MatSpr_ba3a,1,8000.0,8000.0
304,ORIT_ff62d7,ORD_ff62d7,BolPol_82d7,3,220.0,660.0
305,ORIT_38e459,ORD_38e459,MatFoa_4414,1,3500.0,3500.0
306,ORIT_8e5a2b,ORD_8e5a2b,PilFea_8a5d,1,650.0,650.0
307,ORIT_688dc1,ORD_688dc1,PilPol_3076,2,180.0,360.0
308,ORIT_12e260,ORD_12e260,PilFea_56ac,1,650.0,650.0
309,ORIT_89f7b9,ORD_89f7b9,MatPoc_45de,1,13000.0,13000.0
310,ORIT_0a9a2a,ORD_0a9a2a,BedPol_239e,2,600.0,1200.0
311,ORIT_0e42dd,ORD_0e42dd,MatSpr_ccc4,1,6000.0,6000.0
312,ORIT_b643a1,ORD_b643a1,MatPoc_45de,2,13000.0,26000.0
313,ORIT_86183c,ORD_86183c,MatFoa_182e,1,5500.0,5500.0
314,ORIT_11a197,ORD_11a197,MatPoc_6ee7,1,13000.0,13000.0
315,ORIT_15711c,ORD_15711c,BedCot_4a29,2,800.0,1600.0
316,ORIT_a25d49,ORD_a25d49,PilPol_662f,1,180.0,180.0
317,ORIT_6b94c1,ORD_6b94c1,MatFoa_13fa,1,7500.0,7500.0
318,ORIT_d4828b,ORD_d4828b,PilFea_8a5d,1,650.0,650.0
319,ORIT_f3071b,ORD_f3071b,MatSpr_28ce,2,6000.0,12000.0
320,ORIT_ea59f9,ORD_ea59f9,MatFoa_182e,2,5500.0,11000.0
321,ORIT_67d43c,ORD_67d43c,PilPol_a442,1,180.0,180.0
322,ORIT_419209,ORD_419209,MatSpr_ba3a,1,8000.0,8000.0
323,ORIT_0dba91,ORD_0dba91,MatSpr_ba3a,1,8000.0,8000.0
324,ORIT_700ff1,ORD_700ff1,MatFoa_4414,3,3500.0,10500.0
325,ORIT_56efcb,ORD_56efcb,MatPoc_45de,1,13000.0,13000.0
326,ORIT_9c9d61,ORD_9c9d61,PilFea_56ac,1,650.0,650.0
327,ORIT_2d5138,ORD_2d5138,MatSpr_ccc4,1,6000.0,6000.0
328,ORIT_c6074a,ORD_c6074a,BedCot_d278,1,1200.0,1200.0
329,ORIT_66e3bf,ORD_66e3bf,BedPol_5ab8,1,600.0,600.0
330,ORIT_683308,ORD_683308,MatPoc_f6cb,1,17500.0,17500.0
